Ax,Ay,Az,Gx,Gy,Gz,Unnamed: 69
1.0215,-14.451,-3.7184,-1.9099,0.22449,0.48014,0.0
1.4846,-12.667,-3.8001,-2.8005,0.47861,0.64202,0.0
4.5764,-14.056,1.4301,-3.2874,0.29993,0.91263,0.0
5.5435,-14.41,4.127,-3.1325,0.56933,1.0449,0.0
7.355,-14.547,3.5004,-2.5827,0.32284,0.88331,0.0
5.5707,-12.503,0.040861,-1.7969,-0.79535,1.1319,0.0
3.6775,-11.891,-2.3972,-1.8124,-0.71868,1.2223,0.0
2.7377,-11.782,-2.656,-1.817,-0.50855,1.4435,0.0
0.095342,-12.898,1.2258,-1.2413,-1.8876,1.5925,0.0
-1.58,-11.904,1.8387,-0.32101,-0.52168,1.8173,0.0
0.9398,-9.9156,2.0567,-1.1157,1.1771,1.7104,0.0
2.3155,-9.0712,2.2882,-1.4905,1.9859,1.4685,0.0
2.7241,-7.5865,3.8001,-1.8109,2.5042,1.4044,0.0
2.0431,-5.5026,2.8739,-1.7648,2.8338,1.1811,0.0
2.438,-4.5083,2.8058,-1.5415,2.7037,0.84422,0.0
3.5685,-3.3506,2.6423,-1.0867,2.4062,0.57146,0.0
4.9578,-2.2746,2.3155,-0.45815,2.1145,0.46273,0.0
5.203,-1.9613,1.5255,0.29444,1.7431,0.40592,0.0
5.5435,-2.1248,1.1305,1.0592,1.2492,0.30665,0.0
6.4969,-3.732,0.20431,1.9499,0.58093,0.033903,0.0
6.7693,-5.1213,-1.0215,2.839,-0.20495,-0.45296,0.0
5.6116,-8.3765,-8.4855,3.2758,-0.70983,-0.94348,0.0
-1.8932,-18.796,-17.053,1.481,-0.54,-0.53267,0.0
-5.3664,-19.545,-15.35,-0.45632,1.0113,-0.12187,0.0
-2.4108,-17.407,-7.1915,-2.0831,1.8366,0.27947,0.0
2.5334,-5.7342,-3.4323,-1.0519,-0.31643,0.22449,0.0
8.4582,-7.3822,3.0373,0.21625,-1.2645,-0.43707,0.0
9.7385,-14.928,7.7091,1.3305,-1.6527,-1.0913,0.0
5.884,-16.916,-1.6753,0.38637,-1.2718,-0.44379,0.0
-2.9148,-7.1098,5.1349,0.25809,-1.7037,0.5846,0.0
0.054481,-3.3642,4.7399,1.876,-1.4688,0.70036,0.0
3.5549,-2.9284,-1.58,2.1093,-1.5617,0.45601,0.0
4.2223,-9.4661,7.5048,1.7251,-3.1511,-0.89339,0.0
3.4459,-11.7,7.2869,1.792,-2.4429,-1.0577,0.0
2.0567,-12.626,4.699,1.1777,-0.87323,-0.91477,0.0
-0.92618,-10.896,-4.5356,1.397,1.5898,-0.61361,0.0
0.47671,-9.1529,-4.0725,1.5644,0.58093,-0.33262,0.0
1.6072,-7.8317,-0.29965,1.2926,-1.3586,0.0051924,0.0
4.2904,-7.355,4.6173,1.5183,-1.025,-0.43371,0.0
2.7377,-8.6353,2.6015,1.5843,-1.0708,-0.77183,0.0
0.01362,-10.27,0.35413,1.3106,-0.87415,-0.92424,0.0
-1.3757,-10.46,-1.6344,1.0812,-0.86865,-0.82009,0.0
-0.20431,-10.202,-3.0237,0.93065,-0.8436,-0.58063,0.0
0.8717,-9.6023,-1.3757,0.72174,-0.78527,-0.57971,0.0
0.34051,-10.311,1.8115,0.5962,-0.36346,-0.69822,0.0
0.16344,-10.556,1.58,0.67195,0.17318,-0.7477,0.0
1.7843,-11.741,-0.46309,0.67012,0.18631,-0.73151,0.0
2.6832,-12.095,-2.2201,0.6692,0.3146,-0.75931,0.0
1.2803,-12.217,-2.833,0.64477,0.5058,-0.90408,0.0
0.95342,-12.599,-0.43585,0.093462,-0.16952,-0.68203,0.0
1.2258,-12.381,-0.58567,-0.38026,-0.51282,-0.48045,0.0
-0.76274,-12.544,-1.2803,-0.8094,0.030543,-0.47709,0.0
-1.2667,-15.745,-3.6094,-1.2083,0.489,-0.11484,0.0
-0.50395,-15.568,-3.7047,-2.2605,0.61239,0.58338,0.0
0.21793,-14.097,-3.2008,-3.0559,0.68906,0.8714,0.0
4.9033,-14.247,-0.54481,-3.2935,0.47709,1.2052,0.0
6.7966,-14.615,3.3778,-3.094,0.54184,1.1588,0.0
9.0303,-14.506,4.7263,-2.4309,0.20861,0.86743,0.0
6.7693,-11.863,1.6889,-1.8509,-0.4664,0.90164,0.0
3.8682,-10.951,-1.8932,-1.8445,-0.6576,1.1005,0.0
2.3291,-11.509,-2.547,-1.8699,-0.59773,1.2052,0.0
0.95342,-12.463,-1.1032,-0.4496,-1.2278,1.7196,0.0
-2.1929,-11.741,0.99429,-0.4496,-1.2278,1.7196,0.0
-0.64016,-9.9292,0.6674,-0.92393,0.72907,1.6997,0.0
1.9886,-8.431,3.2961,-1.3225,1.8335,1.3906,0.0
2.5061,-7.7091,3.4187,-1.3622,2.2764,1.3665,0.0
2.5742,-7.0145,3.2144,-1.5556,2.7187,1.2452,0.0
3.0646,-4.413,2.7649,-1.5259,2.7016,0.95661,0.0
3.7728,-3.5822,2.8603,-1.2544,2.4859,0.64355,0.0
4.8352,-3.0373,2.3836,-0.60903,1.9331,0.4725,0.0
5.0531,-3.0373,2.152,-0.0082467,1.6362,0.37507,0.0
5.2983,-2.7649,1.362,0.71319,1.2703,0.33109,0.0
6.0883,-3.7592,-0.31327,1.5739,0.88484,0.18509,0.0
6.4152,-5.5162,-1.7843,2.4392,0.34911,-0.23366,0.0
6.1836,-8.6217,-4.1814,3.171,-0.72021,-0.97677,0.0
-1.2531,-17.938,-14.642,2.3976,-0.7758,-0.80146,0.0
-3.6094,-19.395,-19.028,-0.83078,0.78924,-0.072388,0.0
-0.6674,-10.474,-4.699,-2.3757,2.1918,0.33598,0.0
2.4789,-2.4244,-1.7706,-1.2196,0.087965,0.21961,0.0
6.6331,-3.1735,3.5004,-0.55894,-0.39126,-0.038485,0.0
8.7306,-12.735,8.3493,1.1457,-1.8784,-0.63316,0.0
9.2891,-16.998,8.3493,1.9184,-2.1191,-1.0198,0.0
3.1735,-17.775,8.3493,0.9221,-1.3552,-0.18112,0.0
-3.4732,-8.9622,2.2882,0.37202,-1.2963,0.66096,0.0
1.8932,-3.7456,1.6889,1.3069,-1.6872,0.82222,0.0
5.9249,-6.8919,4.7399,1.4517,-1.7929,0.21441,0.0
5.3664,-8.2948,7.246,2.1389,-3.4309,-0.81184,0.0
2.942,-12.381,5.7886,2.0736,-3.1133,-0.97219,0.0
1.1441,-12.449,3.6775,1.3179,-1.3332,-0.85765,0.0
-1.2803,-11.4,-3.228,1.0925,1.336,-0.67653,0.0
-0.74912,-9.902,-4.699,1.2911,-0.66584,-0.23243,0.0
2.3836,-7.8317,1.8932,1.2254,-1.1912,-0.046731,0.0
3.9771,-7.355,4.4402,1.2324,-0.69486,-0.39309,0.0
1.6344,-9.6296,1.2258,1.4536,-0.75808,-0.70952,0.0
-0.28603,-10.42,-0.31327,1.1976,-1.1802,-0.80329,0.0
-0.83084,-10.215,-1.9205,1.1084,-1.2569,-0.74678,0.0
0.51757,-9.2891,-1.9068,0.905,-1.0449,-0.67042,0.0
0.81722,-9.3436,-0.31327,0.8714,-1.0421,-0.65973,0.0
0.53119,-9.3844,1.2122,0.67562,0.06353,-0.89064,0.0
-0.68102,-10.678,1.2122,0.79901,0.11759,-0.81153,0.0
0.6674,-11.169,0.38137,0.80634,0.079718,-0.78405,0.0
2.3972,-11.577,-1.362,0.79871,0.27917,-0.85338,0.0
1.9886,-12.354,-1.5391,0.59468,0.36285,-0.91385,0.0
1.5663,-12.885,-0.54481,0.069028,-0.37507,-0.66523,0.0
0.85808,-12.626,-0.054481,-0.1628,-0.52809,-0.61972,0.0
-1.362,-14.547,-1.6617,-0.7138,0.071166,-0.46029,0.0
-1.4438,-15.663,-2.8603,-0.88789,0.18967,0.026878,0.0
0.28603,-13.852,-2.833,-1.6194,0.12584,0.44838,0.0
0.040861,-13.757,-2.2882,-2.5537,0.63255,0.64966,0.0
2.1384,-13.838,-2.6832,-3.1954,0.68081,0.95203,0.0
6.3607,-14.86,1.9341,-3.2868,0.39187,1.2981,0.0
9.221,-14.601,4.1133,-2.4615,0.33781,0.97708,0.0
7.464,-11.496,1.7434,-2.0763,0.043066,0.94012,0.0
4.6718,-10.869,-1.3484,-1.8115,-0.48869,1.0033,0.0
1.6344,-10.488,-2.6151,-1.9108,-0.4948,1.0376,0.0
0.57205,-11.986,-1.8932,-1.5253,-1.4432,1.212,0.0
-3.051,-11.85,1.6753,-0.97983,-1.0324,1.4236,0.0
-1.1986,-10.311,1.0079,-0.99602,0.70555,1.544,0.0
1.8796,-8.9213,2.2746,-1.6765,1.9929,1.2022,0.0
2.9692,-7.2324,3.2008,-1.2972,2.4206,1.3253,0.0
2.6696,-6.5105,2.6832,-1.1576,2.4422,1.3433,0.0
2.1248,-6.5241,2.3291,-1.263,2.3561,1.3005,0.0
2.1248,-6.5241,2.3291,-1.4578,2.8008,0.97769,0.0
4.808,-3.8682,2.3427,-1.2523,2.5323,0.83017,0.0
5.5435,-3.6503,1.9205,-0.29047,1.9926,0.59193,0.0
5.6252,-3.2144,1.1577,0.30421,1.5214,0.55222,0.0
5.6116,-2.9011,0.57205,1.0256,0.8937,0.44532,0.0
5.4754,-3.0101,0.095342,1.8124,0.20097,0.1127,0.0
6.0747,-6.3879,-2.2882,2.9395,-0.96486,-0.49786,0.0
2.5742,-12.354,-7.0145,3.0406,-1.1628,-0.75411,0.0
-1.9613,-18.932,-17.121,1.5091,-0.65821,-0.45693,0.0
-5.5435,-19.559,-14.233,-1.482,2.551,0.26695,0.0
-0.44947,-6.8647,-5.1485,-1.7236,1.1457,0.50427,0.0
3.9908,-1.0488,-3.2553,-1.2034,-0.083383,0.32987,0.0
4.6854,-5.1076,4.3585,-0.075442,-0.73365,-0.10232,0.0
7.6274,-9.8884,8.54,1.5742,-2.6114,-0.98899,0.0
9.5751,-18.442,7.5048,1.9542,-2.4312,-1.0159,0.0
-1.58,-15.255,-3.7865,1.3155,-1.4722,-0.49419,0.0
-2.2201,-8.322,-0.78998,0.34056,-1.1594,0.58093,0.0
0.24517,-4.9987,-0.89894,1.1081,-1.0767,0.64232,0.0
6.8102,-5.3528,4.4402,1.2941,-1.6955,-0.010385,0.0
6.7966,-8.1586,8.3493,2.3014,-3.8796,-0.69486,0.0
3.3234,-13.089,7.0553,2.0409,-2.9816,-1.0486,0.0
2.6832,-12.476,5.3119,0.83017,0.75656,-0.85613,0.0
-1.2667,-11.414,-6.3471,1.0183,1.2315,-0.83291,0.0
-1.1986,-8.9894,-1.8251,1.616,0.015882,-0.45509,0.0
1.3484,-7.8998,1.9886,1.2642,-0.8543,-0.16829,0.0
3.1327,-7.246,5.1894,1.562,-1.2028,-0.45998,0.0
1.6344,-10.065,0.21793,1.3689,-0.95356,-0.8039,0.0
-1.0896,-10.719,-1.4982,1.0327,-1.0825,-0.77885,0.0
-1.6072,-10.052,-2.3427,0.91538,-1.0605,-0.58796,0.0
0.57205,-9.4389,-1.1986,0.67653,-1.055,-0.50335,0.0
1.9341,-9.6023,1.1986,0.57666,-0.52718,-0.7477,0.0
1.3212,-10.161,1.7025,0.6579,0.14569,-0.94134,0.0
0.095342,-11.25,0.68102,0.71654,0.19181,-0.94257,0.0
0.6674,-11.264,-1.0624,0.72571,0.22174,-0.89461,0.0
0.57205,-11.877,-2.5198,0.59651,0.46487,-0.90194,0.0
1.3484,-12.926,-0.57205,0.27031,0.27061,-0.748,0.0
1.4165,-12.381,-0.081722,-0.10751,-0.35888,-0.54336,0.0
-0.24517,-13.634,-1.9477,-0.48411,-0.22571,-0.52473,0.0
-0.29965,-15.173,-3.5413,-0.6805,0.22846,-0.26512,0.0
1.5119,-15.445,-3.732,-1.5821,0.050396,0.38668,0.0
2.0839,-14.587,-4.0316,-2.0042,0.17898,0.46456,0.0
2.4789,-12.013,-2.9556,-3.204,0.16463,0.67012,0.0
4.2904,-13.116,-0.28603,-3.2602,-0.53023,1.091,0.0
7.1098,-14.833,4.8897,-2.8647,0.050396,1.0024,0.0
7.3141,-12.79,3.4596,-2.0809,-0.06353,0.87995,0.0
3.6503,-11.836,-0.25879,-1.7391,-0.63805,1.1362,0.0
0.96704,-11.523,-2.6832,-1.8424,-0.70647,1.3091,0.0
0.8036,-12.939,-2.0294,-1.4035,-1.6732,1.4557,0.0
-0.50395,-13.089,-2.0294,-1.1817,-1.6548,1.4606,0.0
-0.23155,-10.256,1.1713,-1.168,1.1585,1.609,0.0
1.1032,-9.0575,2.7649,-1.376,1.8607,1.4682,0.0
2.5198,-7.9951,2.9965,-1.5174,2.2257,1.4251,0.0
2.0294,-7.3141,3.1599,-1.5253,2.8479,1.5873,0.0
2.2065,-6.2381,2.9829,-1.602,3.0442,1.1836,0.0
2.547,-4.5492,2.9556,-1.4123,2.8634,0.86163,0.0
4.2359,-3.4187,2.9011,-1.1597,2.7739,0.75381,0.0
5.0395,-3.1463,2.3699,-0.2755,2.2489,0.55833,0.0
5.9521,-2.6696,1.8251,0.10018,1.8845,0.53298,0.0
6.4288,-2.261,1.0215,1.3873,0.63499,0.4047,0.0
5.7614,-3.1054,0.54481,2.2978,-0.055283,0.069639,0.0
6.1019,-6.0883,-1.3893,3.1273,-0.67745,-0.44379,0.0
2.6832,-13.266,-7.0009,3.4621,-0.95753,-0.91263,0.0
-2.152,-18.524,-14.996,1.6011,-0.51496,-0.49541,0.0
-3.228,-19.572,-12.272,-0.4383,0.76389,-0.049175,0.0
0.068102,-10.256,-5.7614,-2.2211,1.4902,0.44135,0.0
2.5061,-2.9011,-3.2825,-1.7953,1.0156,0.35522,0.0
5.5707,-2.5198,-1.3757,0.14264,-1.0611,-0.3146,0.0
10.12,-15.105,9.9156,1.6487,-2.4499,-1.0253,0.0
8.7715,-18.033,7.5729,1.3696,-1.7391,-0.90775,0.0
0.83084,-13.934,1.1577,0.3375,-1.2355,0.28314,0.0
0.28603,-5.1757,1.8932,0.85368,-1.5149,0.63927,0.0
3.9908,-5.1621,0.027241,1.4499,-1.9114,0.27947,0.0
4.9033,-6.8919,1.9613,1.4737,-2.1738,-0.090713,0.0
4.9578,-10.038,7.1234,1.9878,-3.0617,-0.89553,0.0
2.6015,-12.081,4.7399,1.7321,-1.6561,-0.85491,0.0
0.91256,-11.591,1.8115,1.4575,-0.53206,-0.71288,0.0
-2.0294,-11.087,-3.1599,1.4429,0.67134,-0.39492,0.0
1.3893,-8.2948,-0.20431,1.5269,-1.5617,0.049175,0.0
3.8001,-7.6274,3.0101,1.1472,-0.85002,-0.14722,0.0
4.1133,-7.8181,3.4868,1.3366,-0.79351,-0.57116,0.0
2.0839,-9.6432,2.3291,1.3118,-0.75411,-0.77977,0.0
-1.4846,-10.229,-1.0351,0.95295,-0.88056,-0.73426,0.0
-0.70826,-9.8203,-1.7162,0.81917,-1.0434,-0.59743,0.0
0.35413,-9.6841,-1.1577,0.72968,-0.83658,-0.6017,0.0
1.1986,-9.8748,1.4301,0.67409,-0.49419,-0.70585,0.0
0.85808,-10.215,1.58,0.70433,-0.089492,-0.78069,0.0
0.39499,-10.828,1.0215,0.7984,0.11912,-0.79535,0.0
1.9477,-11.305,-0.88532,0.80207,0.21472,-0.82161,0.0
2.0839,-11.618,-2.3427,0.79871,0.29627,-0.87506,0.0
1.3484,-11.727,-2.3836,0.68936,0.45235,-0.99754,0.0
0.9398,-12.572,-0.27241,0.16799,-0.41783,-0.69852,0.0
-0.17706,-12.19,-0.081722,-0.24526,-0.58215,-0.52473,0.0
-1.0351,-13.28,-1.7434,-0.66615,0.076664,-0.35583,0.0
-0.14982,-14.928,-4.6037,-0.88973,0.39034,0.060781,0.0
0.64016,-13.988,-4.0452,-1.7147,0.086743,0.50916,0.0
0.77636,-13.239,-4.2632,-2.5876,0.34239,0.58399,0.0
3.0237,-13.961,-0.8717,-3.3616,0.23518,0.77672,0.0
6.0338,-15.813,5.1213,-3.3115,0.040623,1.157,0.0
8.0088,-15.99,6.1155,-2.3839,0.33017,1.0107,0.0
5.9793,-12.858,0.32689,-1.814,-0.65943,1.1017,0.0
3.0646,-11.782,-2.9965,-1.9065,-0.68722,1.2718,0.0
2.0022,-11.891,-2.2065,-1.7388,-0.79351,1.3897,0.0
-1.1577,-12.204,1.3484,-1.328,-1.543,1.4294,0.0
-1.6617,-11.387,0.68102,-0.73457,-0.15913,1.639,0.0
0.49033,-8.8668,2.1793,-1.1493,0.8546,1.5061,0.0
2.6696,-7.9679,3.6366,-1.9792,2.6341,1.2263,0.0
2.2201,-6.7421,3.7592,-2.0583,2.9963,1.2501,0.0
1.9205,-6.4288,3.4732,-1.8451,3.0021,1.1884,0.0
3.5822,-4.1814,2.6423,-1.6558,2.6429,0.84666,0.0
4.6582,-3.7047,2.3972,-1.1258,2.2712,0.56994,0.0
5.5435,-2.8194,2.2201,-0.64141,2.0696,0.36041,0.0
5.1076,-2.2474,1.4301,0.52229,1.3961,0.34911,0.0
4.9033,-1.866,0.98067,1.3909,0.74128,0.17287,0.0
4.5356,-2.6696,0.21793,2.3744,0.11118,-0.15027,0.0
5.8976,-6.8647,-2.5334,3.1365,-0.59956,-0.62492,0.0
4.4402,-11.387,-6.7966,3.3967,-1.2672,-1.0528,0.0
-0.21793,-17.693,-14.914,2.2052,-0.9893,-0.88667,0.0
-2.7649,-19.572,-12.544,-1.4328,1.4872,-0.10996,0.0
-0.40861,-15.091,-4.1814,-2.2535,2.0412,0.18143,0.0
1.7706,-3.1463,-1.3076,-1.566,0.66157,0.28405,0.0
7.8726,-7.6683,3.3097,-0.51862,-0.61514,0.014966,0.0
9.2891,-16.317,8.6081,0.85796,-1.7065,-0.6857,0.0
8.826,-18.891,6.4152,1.2587,-1.8329,-0.75778,0.0
1.2803,-13.28,-2.152,0.46334,-1.3182,0.36163,0.0
-0.95342,-3.9771,5.2575,1.3491,-1.9038,0.7535,0.0
2.6423,-3.1327,1.58,1.6041,-2.1967,0.39676,0.0
5.0259,-8.826,5.8023,1.6713,-2.2193,-0.55955,0.0
4.6445,-10.038,6.9464,2.022,-2.8063,-1.1435,0.0
3.2553,-12.735,3.5685,1.3173,-1.259,-0.96395,0.0
0.095342,-11.591,-1.4301,1.1536,0.072388,-0.77152,0.0
-0.19068,-10.351,-3.2825,1.766,0.75259,-0.37721,0.0
0.47671,-9.2618,-1.7025,1.3659,-1.0892,-0.07086,0.0
1.9068,-7.8998,2.1929,1.3961,-1.1524,-0.059865,0.0
3.0646,-7.9951,3.4323,1.4911,-1.1646,-0.35552,0.0
0.64016,-10.392,-0.23155,1.1796,-0.92088,-0.7083,0.0
-0.42223,-10.61,-1.1577,1.0107,-0.87904,-0.66737,0.0
-0.64016,-10.297,-1.8524,0.78466,-0.96486,-0.55253,0.0
0.29965,-9.7658,-1.4438,0.74892,-1.0443,-0.49572,0.0
1.8251,-9.6296,1.2531,0.68142,-0.88881,-0.49236,0.0
1.3757,-10.052,1.8387,0.62125,-0.11729,-0.7703,0.0
0.47671,-10.719,1.2395,0.72479,-0.075747,-0.832,0.0
1.58,-11.659,-0.027241,0.7196,0.01405,-0.86743,0.0
2.0703,-11.645,-1.6344,0.76175,0.33903,-0.9108,0.0
1.0215,-11.904,-2.6968,0.70983,0.48045,-0.90927,0.0
0.46309,-12.558,-0.64016,0.11362,-0.47098,-0.49327,0.0
0.46309,-12.449,-0.44947,-0.15913,-0.61545,-0.44043,0.0
-0.8036,-13.171,-0.92618,-0.9108,0.10049,-0.44929,0.0
-1.5663,-15.718,-3.7456,-1.1035,0.48075,-0.044288,0.0
0.19068,-14.301,-3.4459,-1.7666,0.25717,0.46181,0.0
0.8717,-12.667,-3.1327,-2.5513,0.63866,0.64721,0.0
3.7865,-12.844,-2.3291,-3.1197,0.53665,0.93279,0.0
5.0531,-13.43,1.2803,-3.1566,0.46304,1.0504,0.0
6.9328,-14.192,4.2495,-2.7984,0.53695,0.96028,0.0
6.96,-12.803,2.438,-1.9294,-0.36011,0.97525,0.0
5.1894,-12.177,0.38137,-1.8179,-0.48655,1.0528,0.0
2.4789,-11.319,-2.4789,-1.773,-0.49663,1.3763,0.0
1.0624,-12.217,-0.42223,-1.5858,-1.3066,1.416,0.0
-1.2803,-12.013,2.1793,-0.69791,-0.93737,1.6359,0.0
-0.83084,-10.678,1.2939,-0.77152,0.54306,1.8485,0.0
2.9011,-8.7034,2.3836,-1.3473,1.8234,1.5241,0.0
2.8603,-7.5184,3.2553,-1.5241,2.4664,1.4755,0.0
2.6696,-7.0281,3.1735,-1.5525,2.7358,1.4652,0.0
2.152,-5.3256,2.6423,-1.5119,2.7012,1.2168,0.0
3.5685,-4.2223,2.656,-1.2605,2.6243,0.79962,0.0
4.6718,-3.8682,2.5334,-0.76847,2.4496,0.64294,0.0
5.0259,-3.3097,2.1112,-0.096517,2.0485,0.46181,0.0
5.9521,-2.3155,1.185,0.69272,1.3839,0.43646,0.0
5.993,-2.5061,0.78998,1.5855,0.56169,0.29658,0.0
6.5105,-5.884,-1.471,2.4584,-0.24496,-0.096822,0.0
4.9306,-9.0848,-4.6037,3.1426,-0.7703,-0.76175,0.0
-0.98067,-17.066,-12.994,2.5342,-0.60628,-0.79871,0.0
-3.6503,-18.96,-17.843,1.3042,-0.38362,-0.46273,0.0
-2.9829,-15.868,-7.8045,-2.0663,1.9844,0.21961,0.0
-0.081722,-6.3743,-4.0589,-1.6875,0.62217,0.41722,0.0
4.8761,-0.54481,-0.83084,-0.83872,-0.0033598,0.27214,0.0
7.7636,-8.1313,8.1722,0.78191,-1.3827,-0.32651,0.0
9.3708,-14.764,9.507,1.9251,-2.1542,-0.88362,0.0
8.2948,-18.347,7.3958,1.3809,-1.5718,-0.43402,0.0
-2.942,-12.572,-5.0259,1.0183,-1.0318,-0.085521,0.0
-0.38137,-6.1564,1.5936,0.60018,-1.2782,0.48808,0.0
4.4402,-5.1621,1.7025,1.1573,-1.5937,0.28619,0.0
6.1292,-5.9385,4.9442,1.7239,-2.156,-0.32467,0.0
5.0804,-9.6977,6.8647,2.1799,-2.8833,-0.91233,0.0
3.1054,-11.591,5.0531,1.7935,-2.1212,-0.94104,0.0
-1.5391,-12.054,-2.5742,1.1692,0.33139,-0.6802,0.0
-1.0215,-10.215,-4.0861,1.5076,0.13958,-0.20097,0.0
0.78998,-8.1858,-1.8796,1.4511,-0.73884,-0.11423,0.0
2.5198,-7.5184,1.5119,1.0629,-0.92607,-0.12706,0.0
3.1054,-8.8668,3.5277,1.3042,-0.98227,-0.63835,0.0
-0.55843,-10.529,0.21793,1.2679,-1.0259,-0.85124,0.0
-1.8387,-10.651,-0.69464,0.9841,-1.1414,-0.6576,0.0
-0.054481,-10.229,-1.866,0.81489,-1.0024,-0.50305,0.0
0.8036,-9.9429,-1.3893,0.75411,-0.71685,-0.50824,0.0
0.8036,-9.6704,1.6889,0.60689,-0.079107,-0.67348,0.0
0.01362,-10.12,1.4029,0.61972,0.13164,-0.71502,0.0
0.14982,-10.447,1.0215,0.71013,-0.041233,-0.68478,0.0
2.5061,-11.441,-0.96704,0.75167,0.067806,-0.72907,0.0
2.6423,-12.136,-1.9886,0.69333,0.35247,-0.91263,0.0
1.1032,-12.272,-1.1577,0.43249,0.37568,-0.94257,0.0
0.92618,-11.945,0.12258,0.025962,-0.39279,-0.66768,0.0
0.21793,-11.822,0.01362,-0.40592,-0.4893,-0.48686,0.0
-0.55843,-14.928,-3.1463,-0.78405,0.32315,-0.21869,0.0
0.99429,-15.064,-4.4402,-0.94623,0.30971,0.013439,0.0
1.1305,-13.811,-4.2632,-2.1887,0.28527,0.44807,0.0
1.1169,-13.062,-4.1814,-3.0354,0.27917,0.54795,0.0
3.6366,-13.62,-1.1032,-3.3842,-0.096822,0.87323,0.0
5.6933,-14.342,3.4187,-3.1811,0.21166,0.956,0.0
7.7091,-12.708,4.6037,-2.4071,0.36927,0.72143,0.0
5.8295,-11.904,1.9341,-1.8411,-0.42333,0.80451,0.0
2.4244,-11.577,-2.6423,-1.9911,-0.64538,1.1759,0.0
0.78998,-13.035,-1.5391,-1.8973,-0.76541,1.2657,0.0
-0.12258,-12.612,0.42223,-1.3741,-1.2336,1.3815,0.0
-0.39499,-12.054,2.0158,-1.1188,-0.57818,1.4313,0.0
1.1713,-9.5751,2.152,-1.5415,1.595,1.427,0.0
2.3155,-8.6898,2.5061,-1.6964,1.9416,1.2917,0.0
2.3291,-7.9815,2.5742,-1.4102,2.0415,1.5302,0.0
2.1248,-5.775,2.4789,-1.3268,2.135,1.3919,0.0
2.3836,-4.9987,2.6287,-1.2941,2.4331,0.91385,0.0
3.3506,-2.9011,2.1248,-1.1167,2.2294,0.7645,0.0
4.4675,-2.6696,2.0975,-0.5507,1.7465,0.5397,0.0
4.6173,-2.6696,1.757,0.052534,1.4997,0.4945,0.0
4.8897,-2.6151,1.4301,1.0724,1.0403,0.40745,0.0
5.7614,-3.0237,0.027241,2.0357,0.48258,0.19884,0.0
6.5786,-4.8897,-1.4301,2.8662,-0.15363,-0.34392,0.0
6.7829,-7.5729,-3.3097,3.2703,-0.71868,-0.88331,0.0
-1.9886,-18.96,-16.93,2.7104,-0.65729,-0.88942,0.0
-4.6309,-19.45,-18.837,-1.8323,2.08,0.022907,0.0
0.12258,-9.793,-4.5764,-2.4425,2.1026,0.24526,0.0
3.514,-3.0918,-2.5198,-1.1814,0.043982,0.25443,0.0
6.3607,-4.3585,-0.39499,0.0036652,-0.88026,-0.34178,0.0
8.5672,-15.623,7.8589,1.4526,-1.7773,-0.85949,0.0
7.1915,-19.109,6.2245,1.5501,-1.5293,-0.90683,0.0
-2.547,-15.623,-3.8682,0.47586,-1.1206,-0.12217,0.0
-0.53119,-4.018,6.2381,0.97311,-1.7071,0.96028,0.0
4.9578,-2.8875,-0.8036,1.7901,-1.4551,0.71349,0.0
6.5786,-5.489,-2.6287,1.3231,-1.1429,-0.4218,0.0
5.7886,-9.3844,4.5764,1.6325,-2.5885,-0.91355,0.0
3.1191,-11.754,5.6252,1.5583,-2.3158,-0.97372,0.0
0.98067,-12.694,3.4868,0.92974,-0.20708,-0.79993,0.0
-0.5993,-12.476,0.24517,1.2162,1.5757,-0.49724,0.0
0.68102,-8.5672,-2.0294,1.262,-0.27825,-0.075136,0.0
2.0022,-8.0496,1.0079,1.0339,-1.1084,0.089797,0.0
4.3449,-7.5865,2.9965,1.0996,-0.42272,-0.14355,0.0
1.471,-9.8339,1.6617,1.1958,-0.60262,-0.55253,0.0
0.24517,-10.324,0.47671,1.1594,-0.49816,-0.8375,0.0
-0.77636,-10.243,-0.7355,1.0311,-0.7981,-0.75411,0.0
0.61292,-9.2891,-0.72188,0.91783,-0.86896,-0.65301,0.0
1.0215,-9.3436,-0.27241,0.87232,-0.73212,-0.68906,0.0
1.3076,-9.3436,0.31327,0.73793,-0.046731,-0.83627,0.0
0.54481,-10.774,0.69464,0.79504,0.45418,-0.87904,0.0
0.14982,-11.223,0.027241,0.8656,0.24557,-0.81551,0.0
1.185,-11.509,-0.9398,0.84147,0.27275,-0.79351,0.0
1.2803,-12.381,-1.58,0.45112,0.39095,-0.76022,0.0
1.9613,-12.79,-0.64016,0.27184,0.15913,-0.66951,0.0
1.2939,-12.095,-0.19068,-0.2474,-0.34911,-0.61423,0.0
-0.78998,-13.253,-1.2803,-0.59926,0.069028,-0.52076,0.0
-0.61292,-15.119,-3.5277,-0.70677,0.29688,-0.026878,0.0
1.185,-13.048,-3.5958,-1.3149,-0.020159,0.42058,0.0
0.76274,-12.395,-3.9227,-2.5223,0.42028,0.59101,0.0
1.7843,-12.517,-3.4187,-3.164,0.24893,0.78374,0.0
4.0861,-14.043,-0.44947,-3.2602,0.24007,0.88392,0.0
8.2539,-14.192,5.0123,-2.7446,0.35705,0.90011,0.0
8.6625,-13.253,3.6094,-2.0522,-0.4444,0.8772,0.0
